Name,Email,Join Time,Leave Time,Duration,Role
Lily Ward,lilyward@example.com,06:00 PM,07:59 PM,1:59:00,Participant
Matthew Foster,matthewfoster@example.com,06:14 PM,07:52 PM,1:38:00,Participant
Abigail Brooks,abigailbrooks@example.com,06:04 PM,07:57 PM,1:53:00,Participant
Joseph Griffin,josephgriffin@example.com,06:04 PM,07:54 PM,1:50:00,Participant
Ella Reed,ellareed@example.com,06:09 PM,07:59 PM,1:50:00,Participant
David Flores,davidflores@example.com,06:09 PM,07:59 PM,1:50:00,Participant
Chloe Howard,chloehoward@example.com,06:13 PM,07:46 PM,1:33:00,Participant
Andrew Stewart,andrewstewart@example.com,06:00 PM,07:47 PM,1:47:00,Participant
Victoria King,victoriaking@example.com,06:06 PM,07:45 PM,1:39:00,Participant
Thomas Phillips,thomasphillips@example.com,06:03 PM,07:55 PM,1:52:00,Participant
Hannah Butler,hannahbutler@example.com,06:15 PM,07:47 PM,1:32:00,Participant
Christopher Morgan,christophermorgan@example.com,06:08 PM,07:46 PM,1:38:00,Participant
Aria Lee,arialee@example.com,06:05 PM,07:58 PM,1:53:00,Participant
Anthony Bell,anthonybell@example.com,06:07 PM,07:54 PM,1:47:00,Participant
Natalie Sanders,nataliesanders@example.com,06:00 PM,07:58 PM,1:58:00,Participant
Joshua Morris,joshuamorris@example.com,06:06 PM,08:00 PM,1:54:00,Participant
Scarlett Rivera,scarlettrivera@example.com,06:03 PM,07:54 PM,1:51:00,Participant
Jonathan Perry,jonathanperry@example.com,06:06 PM,07:51 PM,1:45:00,Participant
Penelope Cook,penelopecook@example.com,06:08 PM,07:52 PM,1:44:00,Participant
Ryan Peterson,ryanpeterson@example.com,06:04 PM,07:45 PM,1:41:00,Participant
Eleanor Barnes,eleanorbarnes@example.com,06:07 PM,07:59 PM,1:52:00,Participant
Caleb Jenkins,calebjenkins@example.com,06:04 PM,07:50 PM,1:46:00,Participant
Zoey Russell,zoeyrussell@example.com,06:14 PM,07:51 PM,1:37:00,Participant
Jack Murphy,jackmurphy@example.com,06:07 PM,07:52 PM,1:45:00,Participant
Madison Hayes,madisonhayes@example.com,06:04 PM,07:48 PM,1:44:00,Participant
Charles Coleman,charlescoleman@example.com,06:10 PM,07:51 PM,1:41:00,Participant
Layla Cooper,laylacooper@example.com,06:00 PM,07:54 PM,1:54:00,Participant
Ethan Kelly,ethankelly@example.com,06:14 PM,07:51 PM,1:37:00,Participant
Sofia Richardson,sofiarichardson@example.com,06:07 PM,07:46 PM,1:39:00,Participant
Owen Cox,owencox@example.com,06:08 PM,07:55 PM,1:47:00,Participant
Nora Ward,noraward@example.com,06:05 PM,07:55 PM,1:50:00,Participant
Isaac Price,isaacprice@example.com,06:01 PM,07:46 PM,1:45:00,Participant
Hazel Long,hazellong@example.com,06:00 PM,07:56 PM,1:56:00,Participant
Dylan Powell,dylanpowell@example.com,06:06 PM,07:56 PM,1:50:00,Participant
Lillian Fisher,lillianfisher@example.com,06:06 PM,07:57 PM,1:51:00,Participant
Christian Henderson,christianhenderson@example.com,06:15 PM,07:55 PM,1:40:00,Participant
Audrey Myers,audreymyers@example.com,06:04 PM,07:59 PM,1:55:00,Participant
Luke Bryant,lukebryant@example.com,06:06 PM,07:58 PM,1:52:00,Participant
Lucy Nguyen,lucynguyen@example.com,06:12 PM,07:55 PM,1:43:00,Participant
Carter Kim,carterkim@example.com,06:12 PM,07:59 PM,1:47:00,Participant
Samantha Chavez,samanthachavez@example.com,06:15 PM,07:59 PM,1:44:00,Participant
Gabriel Jenkins,gabrieljenkins@example.com,06:08 PM,07:49 PM,1:41:00,Participant
Bella Morales,bellamorales@example.com,06:05 PM,07:54 PM,1:49:00,Participant
Aaron Hayes,aaronhayes@example.com,06:11 PM,07:57 PM,1:46:00,Participant
Maya Porter,mayaporter@example.com,06:03 PM,07:55 PM,1:52:00,Participant
Julian Ramirez,julianramirez@example.com,06:04 PM,07:47 PM,1:43:00,Participant
Ruby Hunter,rubyhunter@example.com,06:03 PM,07:49 PM,1:46:00,Participant
Leo Ross,leoross@example.com,06:11 PM,07:54 PM,1:43:00,Participant
Sadie Diaz,sadiediaz@example.com,06:12 PM,07:58 PM,1:46:00,Participant
Adam Simmons,adamsimmons@example.com,06:01 PM,07:59 PM,1:58:00,Participant
Violet Gray,violetgray@example.com,06:03 PM,07:51 PM,1:48:00,Participant
Nathan Mitchell,nathanmitchell@example.com,06:15 PM,07:53 PM,1:38:00,Participant
Stella Perry,stellaperry@example.com,06:14 PM,07:50 PM,1:36:00,Participant
Aiden Richardson,aidenrichardson@example.com,06:09 PM,07:47 PM,1:38:00,Participant
Leah Lopez,leahlopez@example.com,06:15 PM,07:49 PM,1:34:00,Participant
Hunter Barnes,hunterbarnes@example.com,06:07 PM,07:48 PM,1:41:00,Participant
Mila Brooks,milabrooks@example.com,06:08 PM,07:47 PM,1:39:00,Participant
Sebastian Carter,sebastiancarter@example.com,06:00 PM,07:48 PM,1:48:00,Participant
Ellie Hughes,elliehughes@example.com,06:05 PM,07:57 PM,1:52:00,Participant
Jackson Bennett,jacksonbennett@example.com,06:05 PM,07:48 PM,1:43:00,Participant
Luna Sanders,lunasanders@example.com,06:04 PM,07:46 PM,1:42:00,Participant
Zachary Rogers,zacharyrogers@example.com,06:05 PM,07:49 PM,1:44:00,Participant
Naomi Ward,naomiward@example.com,06:00 PM,07:54 PM,1:54:00,Participant
Liam Brown,liambrown@example.com,06:13 PM,07:57 PM,1:44:00,Participant
Gabriella Cruz,gabriellacruz@example.com,06:02 PM,07:59 PM,1:57:00,Participant
Patrick Reed,patrickreed@example.com,06:14 PM,07:46 PM,1:32:00,Participant
Zoey Long,zoeylong@example.com,06:00 PM,07:52 PM,1:52:00,Participant
Caleb Scott,calebscott@example.com,06:12 PM,07:51 PM,1:39:00,Participant
Harper Thompson,harperthompson@example.com,06:14 PM,07:46 PM,1:32:00,Participant
Blake Carter,blakecarter@example.com,06:02 PM,07:47 PM,1:45:00,Participant
Emily Coleman,emilycoleman@example.com,06:03 PM,07:46 PM,1:43:00,Participant
Dominic Myers,dominicmyers@example.com,06:06 PM,07:51 PM,1:45:00,Participant
Grace Bell,gracebell@example.com,06:09 PM,07:49 PM,1:40:00,Participant
Isaac Wright,isaacwright@example.com,06:13 PM,07:50 PM,1:37:00,Participant
Lily Phillips,lilyphillips@example.com,06:04 PM,07:47 PM,1:43:00,Participant
Jayden Stewart,jaydenstewart@example.com,06:09 PM,07:53 PM,1:44:00,Participant
Charlotte Allen,charlotteallen@example.com,06:06 PM,07:57 PM,1:51:00,Participant
